가맹점명,서울페이앱분류업종,자치구명,기본주소
고기반 햄반 김치찌개 화곡점,음식점,강서구,"서울 강서구 화곡로 138,"
달구벌반점,음식점,강남구,서울특별시 강남구 도산대로 510
GS25 목동현대,마트/슈퍼마켓,양천구,"서울 양천구 오목로 300,"
씨유홍대한벗점,마트/슈퍼마켓,마포구,서울  마포구  와우산로23길  14
봉이돈가스,음식점,관악구,"서울 관악구 남부순환로 1754,"
한국마트,식품,양천구,"서울 양천구 목동중앙북로14길 1,"
세븐일레븐 방배홈타운점,마트/슈퍼마켓,서초구,서울특별시 서초구 서초대로1길 21
씨유성내중앙점,마트/슈퍼마켓,강동구,서울 강동구 강동대로53길 22
라미약국,병원/약국,송파구,서울특별시 송파구 올림픽로8길 20
하르당수유역점,제과점/커피,강북구,서울특별시 강북구 도봉로 347
지에스(GS)25 구로중앙로점,마트/슈퍼마켓,구로구,서울특별시 구로구 중앙로3길 12
좋은축산마을,식품,은평구,서울특별시 은평구 불광로 19
오성식당,음식점,구로구,서울 구로구 경인로43길 8
화랑태권도 전문도장,교육/서점,동작구,서울특별시 동작구 매봉로 72
이강숙헤어라인,뷰티/미용,마포구,서울특별시 마포구 연남로7길 14
교동닭강정,음식점,마포구,서울특별시 마포구 망원로8길 14
수라면가,음식점,강동구,서울특별시 강동구 아리수로91길 32-6
희망약국,병원/약국,노원구,"서울 노원구 동일로230가길 15,"
원조 해장국,음식점,도봉구,"서울 도봉구 도봉산3길 78, 1층 (도봉동)"
용인대  한신태권도,교육/서점,도봉구,서울  도봉구  도봉로163길
루다와인상점 염창점,기타,강서구,"서울 강서구 양천로 736,"
고요향수(GOYOH),생활,종로구,"서울 종로구 종로18길 37,"
씨유(CU) 암사진주점,마트/슈퍼마켓,강동구,서울특별시 강동구 고덕로 96
테마라면,음식점,중구,"서울 중구 서소문로 38,"
교촌치킨 종암점,음식점,성북구,서울특별시 성북구 종암로27길 18
산의주  부대찌개,음식점,송파구,서울  송파구  올림픽로32길  18-23
도봉한우골정육,식품,도봉구,서울특별시 도봉구 도봉로180길 38
맘스터치(대흥역점),음식점,마포구,서울특별시 마포구 백범로 99
신흥생고기,음식점,강동구,"서울 강동구 양재대로89길 16 ,"
조이매스수학교습소,교육/서점,강동구,"서울 강동구 양재대로96길 79,"
메디팜성화약국,병원/약국,양천구,서울  양천구  남부순환로40길
헨조Henzo,뷰티/미용,송파구,서울특별시 송파구 백제고분로32길 6
이대설렁탕,음식점,중랑구,"서울 중랑구 동일로 618,"
써브웨이 신사점,음식점,강남구,서울특별시 강남구 도산대로 124
빨강댕기,뷰티/미용,송파구,서울 송파구 토성로 30
주디스영어학원,교육/서점,양천구,서울특별시 양천구 신목로5길 15
살롱드봉수,뷰티/미용,강남구,"서울 강남구 양재대로33길 13,"
무지개양꼬치,음식점,강서구,서울  강서구  송정로  61
메가엠지씨커피 구산사거리점,제과점/커피,은평구,서울특별시 은평구 서오릉로 201
자매미용실,뷰티/미용,금천구,서울  금천구  시흥본동
미작,음식점,은평구,"서울 은평구 응암로30길 15,"
또보겠지말랑쉼표,음식점,성동구,서울특별시 성동구 왕십리로4길 19-1
밀레니엄김밥,음식점,노원구,서울 노원구 중계로 162-11
씨유자양차이나,마트/슈퍼마켓,광진구,"서울 광진구 뚝섬로23가길 17,"
삼정사,기타,중랑구,서울  중랑구  신내2동
kc마트,마트/슈퍼마켓,영등포구,서울특별시 영등포구 가마산로 360
하나마트,마트/슈퍼마켓,양천구,서울  양천구  신월4동
떡닭강정,식품,중랑구,서울  중랑구  사가정로50길  51
리드101헬리오영어학원,교육/서점,송파구,서울특별시 송파구 송파대로37길 46
모닝피자,음식점,금천구,"서울 금천구 금하로1길 97,"
곤지암한우소머리국밥(하월곡점),음식점,성북구,"서울 성북구 오패산로13길 19-16,"
오정옥피부재활센터,뷰티/미용,서초구,"서울 서초구 효령로 237,"
네일제이,뷰티/미용,서초구,"서울 서초구 방배천로18길 11,"
이디야 커피,제과점/커피,강남구,서울 강남구 개포로109길
성복수산,식품,서대문구,서울특별시 서대문구 영천시장길 56
댕기헤어,뷰티/미용,구로구,"서울 구로구 부일로9길 137,"
싱싱과일,마트/슈퍼마켓,도봉구,"서울 도봉구 도당로15길 41,"
골목흙돼지,음식점,종로구,서울 종로구 종로 377-3
한샘아가랑포토,사진,송파구,서울  송파구  오금동
플래티넘치과,병원/약국,양천구,서울 양천구 공항대로 616
엘마린헤어,뷰티/미용,용산구,서울특별시 용산구 원효로90길 11
피엘헤어,뷰티/미용,서대문구,서울 서대문구 신촌로11길 40
오마이양대창 마곡점,음식점,강서구,서울특별시 강서구 마곡중앙6로 10
베러배러(Better Batter),음식점,동작구,서울특별시 동작구 보라매로3길 29
어나더커피로스터스,제과점/커피,마포구,"서울 마포구 잔다리로 66,"
규타로,음식점,강남구,"서울 강남구 남부순환로 2921,"
금창약국,병원/약국,성북구,서울 성북구 인촌로24길 56
유한회사돼지상사,식품,송파구,"서울 송파구 양재대로 932,"
다움심리상담센터,상담,영등포구,서울특별시 영등포구 양평로 18
돈사무소,음식점,광진구,서울특별시 광진구 뚝섬로 608
메가엠지씨커피마곡공진초점,제과점/커피,강서구,서울특별시 강서구 마곡중앙1로 26
대도공예,생활,중구,"서울 중구 남대문시장4길 21,"
크린매직,자동차정비/용품,금천구,서울특별시 금천구 시흥대로 201
바른약국,병원/약국,성북구,"서울특별시 성북구 동소문로 19 ,1층"
주식회사 끽비어컴퍼니,음식점,중구,서울특별시 중구 을지로 157
땅스부대찌개 신당점,마트/슈퍼마켓,중구,서울특별시 중구 퇴계로86길 18
삽교곱창,음식점,용산구,서울특별시 용산구 한강대로104마길 2
씨유(CU) M충무로역2호점,마트/슈퍼마켓,중구,서울특별시 중구 퇴계로 지하214
포스빌 미카사 카페이,음식점,구로구,"서울 구로구 새말로 102,"
르봉뺑,제과점/커피,도봉구,"서울 도봉구 도당로13길 45,"
CU 답십리대림점,마트/슈퍼마켓,동대문구,"서울 동대문구 한천로 107-3,"
위드치과,병원/약국,양천구,"서울 양천구 오목로 55,"
온마들한의원,병원/약국,노원구,"서울 노원구 동일로 1532,"
강순자 옛맛 김치찌개,음식점,마포구,서울특별시 마포구 모래내로1길 17
방학BYC,의류/직물,도봉구,서울 도봉구 방학로10길 63
가자강남점,기타,강남구,"서울 강남구 강남대로 506,"
보그헤어(왕십리뉴타운점),뷰티/미용,성동구,서울특별시 성동구 마장로 137
밥위애,음식점,강남구,서울특별시 강남구 논현로68길 13
GS25 화곡곰달래점,마트/슈퍼마켓,강서구,"서울 강서구 곰달래로 178,"
아이리스헤어,뷰티/미용,성동구,서울 성동구 광나루로11길 41-1
우리가정의학과의원,병원/약국,성북구,"서울 성북구 삼선교로10길 37,"
경성빵공장 올림픽공원점,제과점/커피,강동구,"서울 강동구 강동대로53길 18,"
내외약국,병원/약국,양천구,서울특별시 양천구 신월로 165
뚜레쥬르 왕십리민자역사점,제과점/커피,성동구,서울  성동구  행당1동
정가네부대찌게,음식점,강동구,"서울 강동구 명일로 171,"
영등포자동차정비검사소,자동차정비/용품,영등포구,서울 영등포구 문래로 55
노군꼬치 가산디지털단지점,음식점,금천구,서울특별시 금천구 디지털로10길 69
포그니씨,음식점,성북구,서울특별시 성북구 돌곶이로40길 46
뉴스킨,뷰티/미용,마포구,"서울 마포구 숭문길 55,"
렌즈미(시흥사거리점),패션/잡화,금천구,서울 금천구 시흥동 879-24
웰니스약국,병원/약국,중구,서울특별시 중구 명동10길 51
생선구이와돈까스2,음식점,서대문구,서울 서대문구 명지대2길 7
샤사 명일고덕역점,뷰티/미용,강동구,"서울 강동구 동남로73길 26,"
궁궐,뷰티/미용,관악구,서울  관악구  신림4동
큐브미술학원,교육/서점,마포구,"서울 마포구 동교로27길 3-10,"
쓰리디솔루션랩,문화/예술,양천구,서울특별시 양천구 월정로 249
알파문구,사무기기/PC,서대문구,서울 서대문구 통일로 161
레브네일,뷰티/미용,도봉구,서울특별시 도봉구 도봉로114길 22-8
아리엘 피아노,교육/서점,강북구,"서울 강북구 솔샘로 174,"
오복전집,음식점,강동구,서울특별시 강동구 천호대로187길 62
금산흑염소,마트/슈퍼마켓,관악구,서울  관악구  신림5동
6484쪽갈비,음식점,서초구,서울특별시 서초구 동산로19길 50
포근헤어뱅크,뷰티/미용,양천구,"서울 양천구 신정로7길 70,"
가마솥바베큐,음식점,관악구,서울특별시 관악구 관천로 29-1
봉봉드벵땅,음식점,광진구,서울특별시 광진구 자양로35길 11
강일윤약국,병원/약국,강동구,서울특별시 강동구 아리수로93나길 60
미소라움치과의원,병원/약국,서초구,서울특별시 서초구 강남대로 375
윤의궁,식품,강동구,서울 강동구 성내로6길 42-8
성모나은내과의원,병원/약국,구로구,서울특별시 구로구 경인로 204
엄마손김밥,음식점,금천구,"서울 금천구 독산로 188,"
헤어살롱느낌,뷰티/미용,성북구,서울특별시 성북구 삼양로 66
수도약국,병원/약국,광진구,서울특별시 광진구 광나루로 529
비젼헤어,뷰티/미용,관악구,"서울 관악구 난곡로 227-1,"
이솝 문해 논술 학원,교육/서점,구로구,서울특별시 구로구 경인로59길 8
강샘's수학이야기수학교습소,교육/서점,동대문구,서울특별시 동대문구 장한로14길 81
박현숙소아과,병원/약국,노원구,서울  노원구  공릉1동
나무치과의원,병원/약국,광진구,서울특별시 광진구 아차산로 380
보라매약국,병원/약국,영등포구,"서울 영등포구 신풍로 113,"
보눼델리(Bonheur Deli),음식점,양천구,서울특별시 양천구 신정로11길 20
호두당 신당역점,음식점,중구,"서울 중구 퇴계로 431-1,"
중계염광한한우리독서토론논술교습소,교육/서점,노원구,서울특별시 노원구 한글비석로15길 48
예소랑,음식점,중랑구,서울특별시 중랑구 신내로1길 20
전 막걸리아노,음식점,마포구,서울특별시 마포구 동교로 248-2
샤론플라워,원예/농업,강서구,서울특별시 강서구 양천로60길 19
관리의기술 PT 약수점,레저/스포츠,중구,서울특별시 중구 동호로7길 14
개념의힘수학전문학원,교육/서점,노원구,"서울 노원구 덕릉로 680,"
지호한방삼계탕,음식점,서초구,"서울 서초구 방배로 142,"
화곡서부점  기아오토큐,자동차정비/용품,강서구,서울 강서구 강서로17길 150
룩스바디핏,레저/스포츠,송파구,"서울 송파구 법원로4길 6,"
용호야채곱창용문점,음식점,용산구,서울특별시 용산구 원효로71길 70
퀸즈뷰티,뷰티/미용,광진구,서울특별시 광진구 자양로3길 59
타이어 할인점 가좌점,자동차정비/용품,서대문구,"서울 서대문구 모래내로 247,"
올림픽태권도장,교육/서점,성동구,"서울 성동구 독서당로 270,"
대도축산,식품,송파구,"서울 송파구 양재대로 932,"
고기먹는날,음식점,노원구,서울 노원구 동일로242나길 14
와이제이 사진관,사진,양천구,서울특별시 양천구 목동로 213
할매순대국,음식점,영등포구,"서울 영등포구 영신로 37,"
켈리잉글리시,교육/서점,광진구,"서울 광진구 뚝섬로64길 38,"
원당집,음식점,은평구,서울특별시 은평구 통일로 850
명진사,생활,동대문구,서울 동대문구 고산자로28길 42
몬스터앤코,레저/스포츠,마포구,"서울 마포구 독막로 56,"
듀이 (DEWEY),음식점,마포구,서울특별시 마포구 성암로15길 56
에덴의상실,수리/AS,성북구,서울  성북구  동소문동5가
MR.BEANCoffee(미스터빈커피),음식점,성북구,"서울 성북구 화랑로 103,"
장수하늘소 인사점,음식점,종로구,서울특별시 종로구 인사동길 34-1
메가커피 신도봉시장점,제과점/커피,도봉구,서울특별시 도봉구 도봉로 727
엄니커피과일분식,음식점,광진구,서울특별시 광진구 광나루로 550
이삭토스트,음식점,성동구,서울특별시 성동구 광나루로6길 35
나래안경,패션/잡화,중구,"서울 중구 남대문시장길 25-3,"
(주)코리아세븐 뉴월곡타운점,마트/슈퍼마켓,성북구,"서울 성북구 화랑로5길 36,"
